,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,Sl No,Cast Number,Posting Date,Grade,Wt(MT),%SI,%FE,%TI,%V,%CU,%MN,OTHIMP,%AL
,535,657183,12.05.2024,W000,31.14,0.06,0.15,0.001,0.003,0.001,0.004,0.02,99.761
,536,657187,12.05.2024,W000,31.238,0.06,0.15,0.001,0.003,0.001,0.004,0.02,99.761
,537,657191,12.05.2024,W000,18.683,0.06,0.15,0.001,0.002,0.001,0.003,0.02,99.763
,538,657195,13.05.2024,W000,28.744,0.06,0.14,0.001,0.001,0.001,0.003,0.02,99.774
,539,657199,13.05.2024,W000,26.283,0.06,0.15,0.004,0.004,0.001,0.003,0.02,99.758
,540,657203,14.05.2024,W000,33.283,0.06,0.15,0.001,0.002,0.001,0.004,0.02,99.762
,541,657207,14.05.2024,W000,18.312,0.06,0.14,0.002,0.005,0.001,0.003,0.02,99.769
,542,657211,15.05.2024,W000,30.918,0.06,0.14,0.004,0.009,0.001,0.004,0.02,99.762
,543,657215,15.05.2024,W000,28.567,0.06,0.14,0.001,0.001,0.001,0.004,0.02,99.773
,544,657219,16.05.2024,W000,32.783,0.05,0.13,0.002,0.002,0.001,0.004,0.02,99.791
,545,657223,17.05.2024,W000,18.394,0.06,0.17,0.001,0.002,0.001,0.003,0.02,99.743
,546,657227,17.05.2024,W000,25.073,0.05,0.15,0.001,0.002,0.001,0.004,0.02,99.772
,547,657231,17.05.2024,W000,12.222,0.05,0.17,0.001,0.002,0.001,0.003,0.02,99.753
,548,657235,19.05.2024,W000,17.247,0.05,0.16,0.005,0.013,0.001,0.004,0.02,99.747
,549,657239,19.05.2024,W000,32.643,0.06,0.14,0.001,0.002,0.001,0.004,0.02,99.772
,550,657243,20.05.2024,W000,10.232,0.06,0.18,0.001,0.003,0.001,0.004,0.02,99.731
,551,657247,20.05.2024,W000,28.545,0.05,0.13,0.001,0.002,0.001,0.003,0.02,99.793
,552,657251,20.05.2024,W000,26.628,0.05,0.15,0.001,0.002,0.001,0.003,0.02,99.773
,553,657255,21.05.2024,W000,6.234,0.06,0.18,0.001,0.002,0.001,0.003,0.02,99.733
,554,657259,22.05.2024,W000,37.683,0.06,0.18,0.001,0.002,0.001,0.004,0.02,99.732
,555,657263,22.05.2024,W000,28.067,0.06,0.15,0.001,0.002,0.001,0.003,0.02,99.763
,556,657267,23.05.2024,W000,33.563,0.06,0.14,0.001,0.002,0.001,0.003,0.02,99.773
,557,657271,23.05.2024,W000,34.983,0.06,0.14,0.001,0.002,0.001,0.004,0.02,99.772
,558,657275,24.05.2024,W000,33.084,0.06,0.13,0.001,0.002,0.001,0.003,0.02,99.783
,559,657279,24.05.2024,W000,30.611,0.06,0.13,0.001,0.002,0.001,0.003,0.02,99.783
,560,657283,24.05.2024,W000,13.433,0.06,0.14,0.001,0.002,0.001,0.003,0.02,99.773
,561,657287,25.05.2024,W000,30.779,0.05,0.13,0.001,0.002,0.001,0.003,0.02,99.793
,562,657291,26.05.2024,W000,4.026,0.06,0.13,0.002,0.003,0.001,0.003,0.02,99.781
,563,657295,26.05.2024,W000,14.766,0.05,0.13,0.001,0.002,0.001,0.003,0.02,99.793
,564,657297,26.05.2024,W000,16.243,0.06,0.16,0.001,0.003,0.001,0.003,0.02,99.752
,565,657301,26.05.2024,W000,32.403,0.05,0.15,0.001,0.001,0.001,0.003,0.02,99.774
,566,657305,27.05.2024,W000,24.682,0.05,0.13,0.003,0.009,0.001,0.003,0.02,99.784
,567,657309,27.05.2024,W000,30.54,0.06,0.14,0.002,0.003,0.001,0.003,0.02,99.771
,568,657313,27.05.2024,W000,6.119,0.06,0.13,0.001,0.002,0.001,0.003,0.02,99.783
,569,657317,28.05.2024,W000,30.79,0.06,0.14,0.002,0.005,0.001,0.004,0.02,99.768
,570,657321,28.05.2024,W000,12.26,0.06,0.15,0.001,0.002,0.001,0.003,0.02,99.763
,571,657323,30.05.2024,W000,30.838,0.06,0.13,0.002,0.009,0.001,0.004,0.02,99.774
,572,657327,30.05.2024,W000,38.674,0.05,0.15,0.001,0.002,0.001,0.004,0.02,99.772
,573,657331,30.05.2024,W000,18.467,0.06,0.16,0.003,0.009,0.001,0.003,0.02,99.744
,574,657335,31.05.2024,W000,34.798,0.05,0.13,0.001,0.002,0.001,0.003,0.02,99.793
,575,657339,31.05.2024,W000,32.816,0.06,0.13,0.001,0.002,0.001,0.004,0.02,99.782
,576,657343,01.06.2024,W000,28.552,0.06,0.15,0.002,0.007,0.001,0.003,0.02,99.757
,577,657347,01.06.2024,W000,30.405,0.05,0.13,0.001,0.002,0.001,0.003,0.02,99.793
,578,657351,02.06.2024,W000,31.157,0.06,0.14,0.001,0.003,0.001,0.003,0.02,99.772
,579,657355,02.06.2024,W000,24.571,0.05,0.14,0.002,0.004,0.001,0.003,0.02,99.78
,580,657359,03.06.2024,W000,12.698,0.05,0.16,0.002,0.007,0.001,0.003,0.02,99.757
,581,657363,03.06.2024,W000,27.431,0.05,0.15,0.001,0.002,0.001,0.004,0.02,99.772
,582,657367,03.06.2024,W000,33.744,0.06,0.16,0.001,0.002,0.001,0.004,0.02,99.752
,583,657371,04.06.2024,W000,16.413,0.06,0.16,0.001,0.002,0.001,0.003,0.02,99.753
,584,657377,05.06.2024,W000,22.98,0.05,0.12,0.001,0.001,0.001,0.003,0.02,99.804
,585,657381,05.06.2024,W000,20.401,0.06,0.15,0.002,0.006,0.001,0.004,0.02,99.757
,586,657385,06.06.2024,W000,32.541,0.05,0.16,0.001,0.002,0.001,0.004,0.02,99.762
,587,657389,06.06.2024,W000,30.681,0.06,0.13,0.001,0.001,0.001,0.003,0.02,99.784
,588,657393,07.06.2024,W000,15.563,0.06,0.17,0.001,0.002,0.001,0.003,0.02,99.743
,589,657395,07.06.2024,W000,21.41,0.05,0.13,0.001,0.003,0.001,0.003,0.02,99.792
,590,657399,08.06.2024,W000,24.545,0.05,0.14,0.001,0.002,0.001,0.003,0.02,99.783
,591,657403,08.06.2024,W000,28.685,0.06,0.15,0.002,0.004,0.001,0.004,0.02,99.759
,592,657407,09.06.2024,W000,12.246,0.06,0.13,0.001,0.002,0.001,0.003,0.02,99.783
,593,657411,09.06.2024,W000,25.195,0.06,0.14,0.001,0.003,0.001,0.004,0.02,99.771
,594,657415,10.06.2024,W000,1.616,0.06,0.16,0.001,0.001,0.001,0.004,0.02,99.753
,595,657419,10.06.2024,W000,26.507,0.06,0.14,0.001,0.002,0.001,0.003,0.02,99.773
,596,657423,10.06.2024,W000,30.689,0.06,0.14,0.001,0.002,0.001,0.003,0.02,99.773
,597,657427,11.06.2024,W000,31.053,0.06,0.13,0.001,0.002,0.001,0.003,0.02,99.783
,598,657431,11.06.2024,W000,28.211,0.06,0.2,0.001,0.003,0.001,0.004,0.02,99.711
,599,657435,12.06.2024,W000,18.313,0.06,0.13,0.001,0.002,0.001,0.003,0.02,99.783
,600,657439,13.06.2024,W000,31.048,0.06,0.15,0.001,0.003,0.001,0.004,0.02,99.761
,601,657443,14.06.2024,W000,33.338,0.06,0.19,0.001,0.002,0.001,0.003,0.02,99.723
,602,657447,14.06.2024,W000,34.394,0.06,0.14,0.001,0.001,0.001,0.003,0.02,99.774
,603,657451,15.06.2024,W000,27.212,0.06,0.16,0.001,0.002,0.001,0.004,0.02,99.752
,604,657455,15.06.2024,W000,24.784,0.06,0.14,0.001,0.004,0.001,0.004,0.02,99.77
